OBJECTID,CreationDate,Creator,EditDate,Editor,GlobalID,AreaID,UNIT_CODE,UNIT_NAME,DATE_EDIT,STATE,REGION,GNIS_ID,UNIT_TYPE,CREATED_BY,PARKNAME,x,y
84,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,3ceec883-c02d-4a34-a60e-bffafe3ea869,65,GRTE,Grand Teton National Park,12/4/2023 12:00:00 AM,WY,IM,1597571,National Park,Lands,Grand Teton,-12321463.1654,5438600.8451
85,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,2959be6b-05fc-4df1-9161-e29c384de1fb,66,SAND,Sand Creek Massacre National Historic Site,3/4/2012 12:00:00 AM,CO,IM,2127375,National Historic Site,Lands,Sand Creek Massacre,-11412397.8871,4659271.7242
86,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,0a1f7b58-8f0c-45da-a545-277fc55b7449,67,GRSA,Great Sand Dunes National Park,6/16/2023 12:00:00 AM,CO,IM,2733443,National Park,Lands,Great Sand Dunes,-11756786.8504,4546548.2371
87,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,ed84eea9-a889-4531-8cab-71d4912a4b85,68,GRSA,Great Sand Dunes National Preserve,2/1/2022 12:00:00 AM,CO,IM,2733443,National Preserve,Lands,Great Sand Dunes,-11744776.7827,4561856.7933
88,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,1b32354b-f5e6-4584-b155-268436a302d0,69,JODR,"John D. Rockefeller, Jr., Memorial Parkway",4/14/2008 12:00:00 AM,WY,IM,1604577,Parkway,Lands,John D Rockefeller Jr,-12325612.6214,5479094.6438
89,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,681f91d6-ac81-4cf6-a42d-5e6f4c0ad53d,70,FOBU,Fossil Butte National Monument,2/22/2007 12:00:00 AM,WY,IM,1605065,National Monument,Lands,Fossil Butte,-12330455.3641,5139533.8683
90,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,e4c881ae-e72e-4f59-a2b6-8865241bfd75,71,MEVE,Mesa Verde National Park,3/8/2021 12:00:00 AM,CO,IM,179042,National Park,Lands,Mesa Verde,-12073223.8756,4474505.7135
91,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,ee43d97e-5169-454d-a35d-555dc45a4ae1,72,HOVE,Hovenweep National Monument,9/14/2023 5:11:58 PM,CO,IM,202599,National Monument,Lands,Hovenweep,-12141951.1443,4492704.7997
92,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,16f9672e-cd56-4c43-aac3-3f3679aad39c,74,MNRR,Missouri National Recreational River,4/19/2023 2:54:51 PM,NE,MW,2733411,National Wild & Scenic River,Lands,Missouri,-10787710.0964,5271425.2644
93,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,045aa814-acc9-4acf-95ac-ea676ab9a8af,75,MORU,Mount Rushmore National Memorial,12/13/2010 12:00:00 AM,SD,MW,1262098,National Memorial,Lands,Mount Rushmore,-11516434.3432,5446881.7469
94,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,f6fe67c7-f790-4454-adab-cd5efa668450,76,ROMO,Rocky Mountain National Park,6/16/2023 3:11:51 PM,CO,IM,204948,National Park,Lands,Rocky Mountain,-11766877.4985,4918007.1097
95,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,e56ff18f-e6c8-4818-ad6c-861d4e8e8500,77,BEOL,Bent's Old Fort National Historic Site,9/22/2020 12:00:00 AM,CO,IM,2559483,National Historic Site,Lands,Bent's Old Fort,-11513366.1167,4585073.5794
96,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,cdc581d8-bf8f-4869-977e-51799dea6e9c,78,FLFO,Florissant Fossil Beds National Monument,3/22/2021 12:00:00 AM,CO,IM,191398,National Monument,Lands,Florissant Fossil Beds,-11720388.7898,4709155.3202
97,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,fd7d3559-da31-43bc-9697-d03e1c62e1d3,79,BRCA,Bryce Canyon National Park,3/27/2008 12:00:00 AM,UT,IM,1450197,National Park,Lands,Bryce Canyon,-12488446.0208,4518970.5872
98,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,230eb512-732b-4ba8-a3a4-1c9a744d8466,80,CARE,Capitol Reef National Park,4/22/2022 12:00:00 AM,UT,IM,1434866,National Park,Lands,Capitol Reef,-12372352.5611,4603555.1245
99,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,10d9e3e6-016e-4309-a1f1-62c1440bddc7,81,CEBR,Cedar Breaks National Monument,5/4/2018 12:00:00 AM,UT,IM,1439558,National Monument,Lands,Cedar Breaks,-12561819.027,4527824.7116
100,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,f4a5945a-3c0d-4728-9c4b-8556733d2b14,82,PISP,Pipe Spring National Monument,12/7/2006 12:00:00 AM,AZ,IM,9526,National Monument,Lands,Pipe Spring,-12550144.758,4420004.5583
101,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,c2e681f1-0aff-4e34-95ba-92e71b44275e,83,ZION,Zion National Park,6/22/2017 12:00:00 AM,UT,IM,1455157,National Park,Lands,Zion,-12584192.8853,4478140.8935
102,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,df5fc795-5491-453a-ba8e-b099c29e3bb5,84,THRO,Theodore Roosevelt National Park,4/27/2017 12:00:00 AM,ND,MW,1033824,National Park,Lands,Theodore Roosevelt,-11517447.5948,5934855.6677
103,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,01a5966f-b14f-4050-b250-7abc74f69560,85,FOUS,Fort Union Trading Post National Historic Site,7/24/2018 12:00:00 AM,MT,MW,771520,National Historic Site,Lands,Fort Union Trading Post,-11581424.6787,6106665.1295
104,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,bcc6d135-8200-43d1-9cab-c6012e401426,86,TICA,Timpanogos Cave National Monument,4/14/2005 12:00:00 AM,UT,IM,1446610,National Monument,Lands,Timpanogos Cave,-12435434.1937,4930148.3793
105,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,ae3ede82-a4b9-4071-992a-edefdaa2f544,87,WICA,Wind Cave National Park,4/19/2016 12:00:00 AM,SD,MW,1263056,National Park,Lands,Wind Cave,-11513639.8644,5399956.1414
106,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,6e753b6f-4045-4bf1-831a-549f1aafbccc,88,JECA,Jewel Cave National Monument,7/22/2010 12:00:00 AM,SD,MW,1261888,National Monument,Lands,Jewel Cave,-11558484.5766,5423907.9284
107,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,1033cf8a-edd4-47dc-9138-9b3aaba1e763,89,YELL,Yellowstone National Park,4/23/2008 12:00:00 AM,ID,IM,1609331,National Park,Lands,Yellowstone,-12299701.1252,5556116.599
108,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,b17f0f82-75dc-421e-8d07-515cf634eaff,90,BIHO,Big Hole National Battlefield,11/6/2015 12:00:00 AM,MT,PW,779820,National Battlefield,Lands,Big Hole,-12651021.802,5723880.1778
109,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,22051d00-5196-4140-a195-a6789c92acb8,91,GRKO,Grant-Kohrs Ranch National Historic Site,11/30/2017 12:00:00 AM,MT,IM,806847,National Historic Site,Lands,Grant-Kohrs Ranch,-12550982.8837,5846944.9293
110,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,237a7810-b5c7-4203-a472-02bd4ca80714,92,NACA,National Capital Parks,3/14/2023 2:22:30 PM,DC,NC,2738287,Other Designation,Lands,National Capital Parks,-8553258.1284,4730729.7167
111,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,a0c5094f-71f0-44b2-9fca-5f7bf47ca314,93,CLBA,Clara Barton National Historic Site,11/17/2008 12:00:00 AM,MD,NC,2733426,National Historic Site,Lands,Clara Barton,-8587219.2787,4717048.0777
112,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,2ce54b5a-0ad4-46cf-a886-10836c8b73b0,94,BEPA,Belmont-Paul Women's Equality National Monument,9/13/2016 12:00:00 AM,DC,NC,2781517,National Monument,Lands,Belmont-Paul Women's Equality,-8572030.8223,4706260.6596
113,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,f4f74983-4efb-4bba-91e1-839c319773ff,95,FOWA,Fort Washington Park,3/14/2023 4:28:58 PM,MD,NC,597426,Other Designation,Lands,Fort Washington,-8574797.7016,4680298.1071
114,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,4250ead8-5df8-4882-b22f-0bc769170ca8,96,LYBA,Lyndon Baines Johnson Memorial Grove on the Potomac,5/20/2020 12:00:00 AM,DC,NC,530776,National Memorial,Lands,Lyndon Baines Johnson Memorial Grove,-8577368.6621,4704347.6813
115,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,4f602bbf-156d-4f10-94c7-f9af9494d72e,97,MALL,National Mall,10/6/2011 12:00:00 AM,DC,NC,2733438,Other Designation,Lands,National Mall,-8574073.4113,4705903.8034
116,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,007c6488-3c64-4a75-9b01-acd2f6dc65af,98,GREE,Greenbelt Park,3/3/2021 12:00:00 AM,MD,NC,597496,Other Designation,Lands,Greenbelt,-8560216.676,4719383.7979
117,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,06f0d6e5-3c6e-4de6-89f7-2189a4cf4154,99,ROCR,Rock Creek Park,5/30/2019 12:00:00 AM,DC,NC,530563,Other Designation,Lands,Rock Creek Park,-8576890.9594,4716540.2741
118,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,7547e829-1af0-42f3-a741-c40185f9f318,100,PAAV,Pennsylvania Avenue National Historic Site,9/13/2016 12:00:00 AM,DC,NC,2733439,National Historic Site,Lands,Pennsylvania Avenue,-8573551.5845,4706332.1577
119,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,6938d652-f827-4120-88f0-2f5e6f5e7784,101,ANTI,Antietam National Battlefield,9/15/2023 12:54:13 PM,MD,NC,589057,National Battlefield,Lands,Antietam,-8653530.5991,4788123.5001
120,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,8d55499e-b7f2-4720-ac00-ecb82cf8d518,102,CHOH,Chesapeake and Ohio Canal National Historical Park,3/19/2024 12:00:00 AM,DC,NC,583731,National Historical Park,Lands,Chesapeake and Ohio Canal,-8674318.3825,4809267.2975
121,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,75d34baf-1458-4c63-b534-911a030f4de3,104,MABE,Mary McLeod Bethune Council House National Historic Site,9/21/2006 12:00:00 AM,DC,NC,2733422,National Historic Site,Lands,Mary McLeod Bethune Council House,-8575047.9922,4708529.2626
122,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,e0c4a1c9-b6e5-4858-bfaf-f19db393f7c3,105,HAFE,Harpers Ferry National Historical Park,9/15/2021 12:00:00 AM,MD,NC,1556735,National Historical Park,Lands,Harpers Ferry,-8654195.1667,4766507.8129
123,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,55669404-492b-446b-9d2a-78ca88398804,106,CATO,Catoctin Mountain Park,1/26/2022 12:00:00 AM,MD,NC,583623,Other Designation,Lands,Catoctin Mountain,-8623832.3973,4815679.7221
124,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,5f4ec66c-7662-41cb-a997-25cc99237e59,107,GWMP,George Washington Memorial Parkway,9/15/2023 4:59:57 PM,MD,NC,584569,Parkway,Lands,George Washington,-8578643.2301,4680231.2859
125,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,5990b5f0-9283-4666-9479-3e25a0d2a9f8,108,ARHO,"Arlington House, The Robert E. Lee Memorial",1/22/2021 12:00:00 AM,VA,NC,1888900,National Memorial,Lands,"Arlington House, The Robert E. Lee Memorial",-8579801.7101,4704797.1303
126,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,31a21f95-b3f1-4d77-9899-845f14e0c76b,109,THIS,Theodore Roosevelt Island,5/31/2005 12:00:00 AM,DC,NC,2733420,National Memorial,Lands,Theodore Roosevelt Island,-8578587.6522,4706800.2192
127,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,6bfe4816-abe6-4488-80a7-430b266b23e7,111,WWII,World War II Memorial,11/3/2011 12:00:00 AM,DC,NC,1989142,National Memorial,Lands,World War II Memorial,-8576095.4,4705812.1678
128,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,725049ac-8b0d-4ca3-833b-9abd2761d15b,112,FRDE,Franklin Delano Roosevelt Memorial,5/20/2020 12:00:00 AM,DC,NC,1877541,National Memorial,Lands,Franklin Delano Roosevelt,-8576397.5473,4704996.4224
129,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,49c1bf16-15cd-4b05-8a35-9ea42ae0b707,113,FOTH,Ford's Theatre National Historic Site,9/21/2006 12:00:00 AM,DC,NC,530748,National Historic Site,Lands,Ford's Theatre,-8574456.377,4706881.7644
130,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,65e467d6-0feb-4051-9f55-c01a2883556f,114,JEFM,Thomas Jefferson Memorial,11/6/2009 12:00:00 AM,DC,NC,530557,National Memorial,Lands,Thomas Jefferson Memorial,-8575624.1344,4704677.1743
131,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,c850401a-a082-414b-9dc0-33be039e9336,115,LINC,Lincoln Memorial,11/4/2011 12:00:00 AM,DC,NC,531835,National Memorial,Lands,Lincoln,-8577190.1272,4705824.2819
132,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,668ac31c-3a88-4a34-94e0-2f931cde5e08,116,WAMO,Washington Monument,11/6/2009 12:00:00 AM,DC,NC,531850,National Memorial,Lands,Washington Monument,-8575538.4349,4705710.142
133,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,7f000fb0-63cc-4ea8-b43b-8f381c1ae3b7,117,KOWA,Korean War Veterans Memorial,11/3/2011 12:00:00 AM,DC,NC,1985525,National Memorial,Lands,Korean War Veterans,-8576948.7665,4705626.7811
134,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,770c4486-2b76-4527-ad89-7a1c54aa35ea,118,PISC,Piscataway Park,5/16/2024 12:00:00 AM,MD,NC,1676813,Other Designation,Lands,Piscataway,-8577844.9408,4676620.1808
135,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,948c7e19-3c05-42a6-b838-7d8d7808799d,119,FRDO,Frederick Douglass National Historic Site,3/21/2017 12:00:00 AM,DC,NC,2733423,National Historic Site,Lands,Frederick Douglass,-8569942.8801,4702041.7856
136,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,3c195876-bbe0-40e5-952f-85b76439a3f1,120,CAWO,Carter G. Woodson Home National Historic Site,3/22/2006 12:00:00 AM,DC,NC,2085144,National Historic Site,Lands,Carter G. Woodson Home,-8574309.071,4708917.1827
137,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,3875a851-21fd-4459-9836-d7e83c3bd932,121,MONO,Monocacy National Battlefield,12/18/2023 12:00:00 AM,MD,NC,588388,National Battlefield,Lands,Monocacy,-8615358.8298,4773543.0142
138,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,709812dd-f9b4-47ea-b07c-990d9aaf2d30,123,VIVE,Vietnam Veterans Memorial,11/3/2011 12:00:00 AM,DC,NC,531832,National Memorial,Lands,Vietnam Veterans,-8576908.6509,4706059.5239
139,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,acf0a727-c64d-4257-a537-f2f205b4d434,124,COGA,Constitution Gardens,11/3/2011 12:00:00 AM,DC,NC,530610,Other Designation,Lands,Constitution Gardens,-8576412.532,4706057.4475
140,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,f37767d2-1316-4462-b46d-0d7ab027ce86,125,WOTR,Wolf Trap National Park for the Performing Arts,6/16/2023 3:20:06 PM,VA,NC,1888974,Other Designation,Lands,Wolf Trap NP for the Performing Arts,-8600955.95,4712781.0147
141,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,4c7b52fe-27f7-40bd-8a85-f93bd1b211f0,126,WHHO,White House,5/28/2010 12:00:00 AM,DC,NC,2733430,Other Designation,Lands,President's Park (White House),-8575670.1951,4706920.9464
142,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,bee7d839-ea89-4d0a-8a70-c9c0ac6bca30,127,FLNI,Flight 93 National Memorial,2/5/2013 12:00:00 AM,PA,NE,1986830,National Memorial,Lands,Flight 93,-8782294.2323,4874313.4939
143,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,c68d0d59-0661-456a-bfae-11993884c484,128,ALPO,Allegheny Portage Railroad National Historic Site,1/4/2024 12:00:00 AM,PA,NE,1214216,National Historic Site,Lands,Allegheny Portage Railroad,-8740546.3676,4928829.9609
144,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,5c497206-70f5-4653-8475-371ed2404fbe,129,FONE,Fort Necessity National Battlefield,9/24/2013 12:00:00 AM,PA,NE,1193713,National Battlefield,Lands,Fort Necessity,-8859779.3063,4838539.9319
145,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,eb2d965d-7fb9-4b55-b103-8bca717adda5,130,JOFL,Johnstown Flood National Memorial,8/28/2012 12:00:00 AM,PA,NE,1200751,National Memorial,Lands,Johnstown Flood,-8769027.8322,4916483.3967
146,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,6f019fb4-62de-428b-a42e-bfc0de6be627,132,APPA,Appalachian National Scenic Trail,12/8/2022 2:41:43 PM,CT,NE,2766084,National Scenic Trail,Lands,Appalachian,-9181715.8094,4299089.35
147,10/2/2024 9:10:03 AM,NPS_WASO_LANDS,10/2/2024 9:10:03 AM,NPS_WASO_LANDS,d83f3047-1277-4e54-a30d-f41e8016262d,133,APCO,Appomattox Court House National Historical Park,10/7/2010 12:00:00 AM,VA,NE,1462531,National Historical Park,Lands,Appomattox Court House,-8771950.902,4492819.9088
148,10/2/2024 9:10:03 AM,NPS_WASO_LANDS,10/2/2024 9:10:03 AM,NPS_WASO_LANDS,ae37197b-98f1-441a-a61e-a55d0471c183,134,ASIS,Assateague Island National Seashore,3/8/2024 12:00:00 AM,MD,NE,589056,National Seashore,Lands,Assateague Island,-8376326.4585,4585957.2421
149,10/2/2024 9:10:03 AM,NPS_WASO_LANDS,10/2/2024 9:10:03 AM,NPS_WASO_LANDS,a66e0f56-dacf-4528-beb4-fbd66211907e,135,BLUE,Bluestone National Scenic River,12/18/2013 12:00:00 AM,WV,NE,1877617,National Wild & Scenic River,Region,Bluestone,-9016376.1398,4517573.6497
150,10/2/2024 9:10:03 AM,NPS_WASO_LANDS,10/2/2024 9:10:03 AM,NPS_WASO_LANDS,22156bbc-2b25-4851-8be7-659e6acbcf8f,136,BOWA,Booker T. Washington National Monument,6/7/2010 12:00:00 AM,VA,NE,1477005,National Monument,Lands,Booker T Washington,-8875593.1538,4455035.1292
151,10/2/2024 9:10:03 AM,NPS_WASO_LANDS,10/2/2024 9:10:03 AM,NPS_WASO_LANDS,93ce55e8-a7c6-4f78-8dcb-bd46a7d671e5,137,CEBE,Cedar Creek and Belle Grove National Historical Park,4/7/2005 12:00:00 AM,VA,NE,1985663,National Historical Park,Lands,Cedar Creek & Belle Grove,-8717898.7955,4720774.0519
152,10/2/2024 9:10:03 AM,NPS_WASO_LANDS,10/2/2024 9:10:03 AM,NPS_WASO_LANDS,9fa169ed-eb9e-4fef-b355-7c9778560927,138,COLO,Colonial National Historical Park,6/30/2019 12:00:00 AM,VA,NE,1478412,National Historical Park,Lands,Colonial,-8518977.9229,4473181.4396
153,10/2/2024 9:10:03 AM,NPS_WASO_LANDS,10/2/2024 9:10:03 AM,NPS_WASO_LANDS,fb7b1165-24c1-4053-a313-07610cdc62e1,140,DEWA,Delaware Water Gap National Recreation Area,5/25/2018 12:00:00 AM,NJ,NE,1193711,National Recreation Area,Region,Delaware Water Gap,-8342330.8061,5026933.0531
154,10/2/2024 9:10:03 AM,NPS_WASO_LANDS,10/2/2024 9:10:03 AM,NPS_WASO_LANDS,5824e4e9-2963-47fd-becf-c28a46156888,141,EDAL,Edgar Allan Poe National Historic Site,3/17/2009 12:00:00 AM,PA,NE,1888911,National Historic Site,Lands,Edgar Allan Poe,-8365658.5579,4860414.6965
155,10/2/2024 9:10:03 AM,NPS_WASO_LANDS,10/2/2024 9:10:03 AM,NPS_WASO_LANDS,39da22ce-7111-4fce-9457-598683a4ff27,142,DELA,Middle Delaware National Scenic River,10/17/2018 12:00:00 AM,NJ,NE,need,National Wild & Scenic River,Region,Delaware,-8339599.7094,5033860.3266
156,10/2/2024 9:10:03 AM,NPS_WASO_LANDS,10/2/2024 9:10:03 AM,NPS_WASO_LANDS,588791ee-df2c-4131-81c5-3ad6d13706e5,143,FOMC,Fort McHenry National Monument and Historic Shrine,1/13/2012 12:00:00 AM,MD,NE,595218,National Monument,Lands,Fort McHenry,-8524874.5027,4759507.4012
157,10/2/2024 9:10:03 AM,NPS_WASO_LANDS,10/2/2024 9:10:03 AM,NPS_WASO_LANDS,8570b875-b82b-41ea-9645-a77d7c0c84f4,144,GARI,Gauley River National Recreation Area,12/31/2022 11:02:15 AM,WV,NE,1741168,National Recreation Area,Lands,Gauley River,-9024978.9405,4606647.3578
158,10/2/2024 9:10:03 AM,NPS_WASO_LANDS,10/2/2024 9:10:03 AM,NPS_WASO_LANDS,5c9e2d17-3382-46a4-9237-5ff4e7e3d754,145,HAMP,Hampton National Historic Site,1/26/2016 12:00:00 AM,MD,NE,584846,National Historic Site,Lands,Hampton,-8525816.8909,4781503.6726
159,10/2/2024 9:10:03 AM,NPS_WASO_LANDS,10/2/2024 9:10:03 AM,NPS_WASO_LANDS,991b2db9-43d3-4342-b553-5598cf28e98a,146,FRHI,Friendship Hill National Historic Site,4/14/2011 12:00:00 AM,PA,NE,1888922,National Historic Site,Lands,Friendship Hill,-8897036.589,4833711.7284
160,10/2/2024 9:10:03 AM,NPS_WASO_LANDS,10/2/2024 9:10:03 AM,NPS_WASO_LANDS,1ac945c0-bb97-4c57-9aa2-63d3003a22c0,147,FRSP,Fredericksburg and Spotsylvania County Battlefields Memorial National Military Park,9/30/2016 12:00:00 AM,VA,NE,1488838,National Military Park,Lands,Fredericksburg & Spotsylvania,-8652929.8196,4621103.3447
161,10/2/2024 9:10:03 AM,NPS_WASO_LANDS,10/2/2024 9:10:03 AM,NPS_WASO_LANDS,3238c60f-1ae8-4651-98a8-900951699b84,148,GEWA,George Washington Birthplace National Monument,9/18/2023 4:12:52 PM,VA,NE,1467038,National Monument,Lands,George Washington Birthplace,-8562674.2591,4606527.0596
162,10/2/2024 9:10:03 AM,NPS_WASO_LANDS,10/2/2024 9:10:03 AM,NPS_WASO_LANDS,2754a8d5-6075-4697-810f-15f23f13e9e3,150,GETT,Gettysburg National Military Park,12/12/2023 12:00:00 AM,PA,NE,1175577,National Military Park,Lands,Gettysburg,-8598087.5252,4836816.6648
163,10/2/2024 9:10:03 AM,NPS_WASO_LANDS,10/2/2024 9:10:03 AM,NPS_WASO_LANDS,87933fa3-f68c-490e-88fe-c3688aa1dde0,151,EISE,Eisenhower National Historic Site,7/8/2013 12:00:00 AM,PA,NE,1888912,National Historic Site,Lands,Eisenhower,-8601359.1053,4836403.3357
164,10/2/2024 9:10:03 AM,NPS_WASO_LANDS,10/2/2024 9:10:03 AM,NPS_WASO_LANDS,8e21910d-8f6c-4cc0-9404-dcaab705b0e4,152,HOFU,Hopewell Furnace National Historic Site,8/17/2011 12:00:00 AM,PA,NE,1193717,National Historic Site,Lands,Hopewell Furnace,-8434257.9444,4896638.4502
165,10/2/2024 9:10:03 AM,NPS_WASO_LANDS,10/2/2024 9:10:03 AM,NPS_WASO_LANDS,57c9e1b2-e238-4560-a322-9461049b1e22,153,INDE,Independence National Historical Park,11/9/2017 12:00:00 AM,PA,NE,1177725,National Historical Park,Lands,Independence,-8365595.3465,4858923.8414
166,10/2/2024 9:10:03 AM,NPS_WASO_LANDS,10/2/2024 9:10:03 AM,NPS_WASO_LANDS,4fce22e4-0e53-4d7c-843a-ffb32b11394a,154,THKO,Thaddeus Kosciuszko National Memorial,7/7/2010 12:00:00 AM,PA,NE,1888966,National Memorial,Lands,Thaddeus Kosciuszko,-8365361.6569,4857729.5967
