OBJECTID,CreationDate,Creator,EditDate,Editor,GlobalID,AreaID,UNIT_CODE,UNIT_NAME,DATE_EDIT,STATE,REGION,GNIS_ID,UNIT_TYPE,CREATED_BY,PARKNAME,x,y
419,10/2/2024 9:10:06 AM,NPS_WASO_LANDS,10/2/2024 9:10:06 AM,NPS_WASO_LANDS,720f1e91-5317-4850-b986-f3b3a3553a97,445,WACO,Waco Mammoth National Monument,2/12/2016 12:00:00 AM,TX,IM,2775865,National Monument,Lands,Waco Mammoth,-10817602.6361,3711558.1712
420,10/2/2024 9:10:06 AM,NPS_WASO_LANDS,10/2/2024 9:10:06 AM,NPS_WASO_LANDS,f98fa3dc-416a-4fcb-a620-9bb97b1d6e38,446,CAMO,Castle Mountains National Monument,3/1/2016 12:00:00 AM,CA,PW,2775863,National Monument,Lands,Castle Mountain,-12811669.2568,4209264.2551
421,10/2/2024 9:10:06 AM,NPS_WASO_LANDS,10/2/2024 9:10:06 AM,NPS_WASO_LANDS,fb8564ca-b294-4af0-870b-fcd7747c8a78,447,ALKA,Ala Kahakai National Historic Trail,12/15/2023 12:00:00 AM,HI,PW,828282,National Trails System,Lands,Ala Kahakai National Historic Trail,-17355246.5151,2202580.1382
422,10/2/2024 9:10:06 AM,NPS_WASO_LANDS,10/2/2024 9:10:06 AM,NPS_WASO_LANDS,4bd72d87-3932-4f94-a1f8-6a49576d0ba4,448,STON,Stonewall National Monument,9/7/2016 12:00:00 AM,NY,NE,2781516,National Monument,Lands,Stonewall,-8237830.437,4973152.7135
423,10/2/2024 9:10:06 AM,NPS_WASO_LANDS,10/2/2024 9:10:06 AM,NPS_WASO_LANDS,a941e2e6-28a1-4130-97dc-4b1bbe962086,449,KAWW,Katahdin Woods and Waters National Monument,1/23/2018 12:00:00 AM,ME,NE,2783292,National Monument,Lands,Katahdin Woods And Waters,-7646712.5426,5771725.1746
424,10/2/2024 9:10:06 AM,NPS_WASO_LANDS,10/2/2024 9:10:06 AM,NPS_WASO_LANDS,b9bbdfe4-5074-4299-8bcf-43db940c1339,450,BICR,Birmingham Civil Rights National Monument,10/24/2017 12:00:00 AM,AL,SE,2783289,National Monument,Lands,Birmingham Civil Rights,-9664165.0566,3963920.7606
425,10/2/2024 9:10:06 AM,NPS_WASO_LANDS,10/2/2024 9:10:06 AM,NPS_WASO_LANDS,ef034cb8-a620-4b00-bac4-24969e354566,452,FRRI,Freedom Riders National Monument,9/23/2020 12:00:00 AM,AL,SE,2783290,National Monument,Lands,Freedom Riders,-9563232.1997,3979891.2912
426,10/2/2024 9:10:06 AM,NPS_WASO_LANDS,10/2/2024 9:10:06 AM,NPS_WASO_LANDS,ed461eb5-060d-406b-879e-cd77e27e6295,453,REER,Reconstruction Era National Historical Park,12/14/2023 12:00:00 AM,SC,SE,2783288,National Historical Park,Lands,Reconstruction Era,-8969937.7233,3814404.9916
427,10/2/2024 9:10:06 AM,NPS_WASO_LANDS,10/2/2024 9:10:06 AM,NPS_WASO_LANDS,5d56dfec-b688-4644-95a7-d111acbaad5f,454,STGE,Ste. Genevieve National Historical Park,3/13/2023 2:36:50 PM,MO,MW,need,National Historical Park,Lands,Ste. Geneviève,-10023388.5508,4575695.9555
428,10/2/2024 9:10:06 AM,NPS_WASO_LANDS,10/2/2024 9:10:06 AM,NPS_WASO_LANDS,2b1db204-1938-4409-a5eb-8038c9da2012,455,CANE,Camp Nelson National Monument,9/23/2020 12:00:00 AM,KY,SE,2795910,National Monument,Lands,Camp Nelson,-9417141.3693,4550185.7068
429,10/2/2024 9:10:06 AM,NPS_WASO_LANDS,10/2/2024 9:10:06 AM,NPS_WASO_LANDS,57f90f73-75bd-400e-963f-7889418fa54c,456,TULE,Tule Lake National Monument,8/29/2019 12:00:00 AM,CA,PW,2790524,National Monument,Lands,Tule Lake,-13511343.9697,5144111.2826
430,10/2/2024 9:10:06 AM,NPS_WASO_LANDS,10/2/2024 9:10:06 AM,NPS_WASO_LANDS,3513cb3c-9a19-4ce8-b0f4-d19035abcfe4,457,MEMY,Medgar and Myrlie Evers Home National Monument,9/21/2020 12:00:00 AM,MS,SE,2808903,National Monument,Lands,Medgar and Myrlie Evers Home,-10042558.3719,3808135.3899
431,10/2/2024 9:10:06 AM,NPS_WASO_LANDS,10/2/2024 9:10:06 AM,NPS_WASO_LANDS,22bf4434-4b64-4d12-9deb-a8614ed93c08,459,DDEM,Dwight D. Eisenhower Memorial,9/29/2020 12:00:00 AM,DC,NC,need GNIS ID,National Memorial,Lands,Dwight D. Eisenhower,-8573693.0427,4705518.7446
432,10/2/2024 9:10:06 AM,NPS_WASO_LANDS,10/2/2024 9:10:06 AM,NPS_WASO_LANDS,a20eaa9c-8013-4116-9e00-1ca9da178100,462,AMCH,Amache National Historic Site,3/13/2024 12:00:00 AM,CO,IM,,National Historic Site,Lands, Amache,-11391213.2462,4586427.7763
433,10/2/2024 9:10:06 AM,NPS_WASO_LANDS,10/2/2024 9:10:06 AM,NPS_WASO_LANDS,b8fc4ed5-5d7f-4c1b-84d8-bbc18d4f9d70,463,BLSC,Blackwell School National Historic Site,12/9/2022 9:43:22 AM,TX,IM,,National Historic Site,Lands,Blackwell School,-11579738.6591,3542918.6679
434,10/2/2024 9:10:06 AM,NPS_WASO_LANDS,10/2/2024 9:10:06 AM,NPS_WASO_LANDS,a491abe4-c9b3-469f-b613-b4b4d37337d8,466,AMME,American Memorial Park,4/22/2015 12:00:00 AM,MP,PW,1879026,Affiliated Area,Region,American Memorial Park,16221921.0684,1713993.1228
